ID_Incidente,Fecha_Hora,Titulo_Incidente,Tipo_Amenaza,Severidad,Estado,Tactica_MITRE,Tecnica_MITRE,IP_Origen,IP_Destino_Activo,Usuario_Involucrado,MTTD_Minutos,MTTR_Minutos,Descripcion_Hallazgo,Accion_Correctiva,Responsable_SOC
INC-2026-236,2026-09-15 09:04:39,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.115,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.115,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.115 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-237,2026-09-15 09:04:39,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.17.189,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.17.189,Servicio DNS (200.75.0.4),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-238,2026-09-15 09:04:39,Escaneo de Puertos / Reconocimiento de Red desde 10.123.3.75,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.3.75,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.3.75 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-239,2026-09-15 09:04:39,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.46,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.46,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.46 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-240,2026-09-15 09:04:39,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.17.166,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.17.166,Servicio udp/443 (17.250.98.70),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-241,2026-09-15 09:04:39,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.107,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.107,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.107 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-242,2026-09-15 09:04:39,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.140,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.140,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.140 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-243,2026-09-15 09:04:38,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.76,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.76,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.76 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-244,2026-09-15 09:04:38,Escaneo de Puertos / Reconocimiento de Red desde 10.107.0.49,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.107.0.49,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.107.0.49 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-245,2026-09-15 09:04:38,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.75,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.75,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.75 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-246,2026-09-15 09:04:38,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.114,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.114,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.114 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-247,2026-09-15 09:04:38,Escaneo de Puertos / Reconocimiento de Red desde 10.123.0.41,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.0.41,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.0.41 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-248,2026-09-15 09:04:38,Escaneo de Puertos / Reconocimiento de Red desde 10.105.0.57,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.105.0.57,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.105.0.57 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-249,2026-09-15 09:04:38,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.76,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.76,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.76 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-250,2026-09-15 09:04:38,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.70,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.70,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.70 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-251,2026-09-15 09:04:37,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.39,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.39,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.39 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-252,2026-09-15 09:04:37,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.115,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.115,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.115 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-253,2026-09-15 09:04:37,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.18.29,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.5.128,Servicio Interno 10.13.18.29:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-254,2026-09-15 09:04:37,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.53,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.53,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.53 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-255,2026-09-15 09:04:37,Escaneo de Puertos / Reconocimiento de Red desde 10.123.5.156,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.5.156,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.5.156 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-256,2026-09-15 09:04:36,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.31,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.31,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.31 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-257,2026-09-15 09:04:36,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.78,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.78,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.78 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-258,2026-09-15 09:04:36,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.99,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.99,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.99 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-259,2026-09-15 09:04:36,Escaneo de Puertos / Reconocimiento de Red desde 10.110.0.45,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.110.0.45,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.110.0.45 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-260,2026-09-15 09:04:36,Múltiples Fallos de Conexión / Alerta Firewall desde 10.109.1.239,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.109.1.239,Servicio DNS (200.75.0.5),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-261,2026-09-15 09:04:36,Escaneo de Puertos / Reconocimiento de Red desde 10.123.3.60,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.3.60,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.3.60 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-262,2026-09-15 09:04:35,Escaneo de Puertos / Reconocimiento de Red desde 10.123.4.92,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.4.92,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.4.92 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-263,2026-09-15 09:04:35,Escaneo de Puertos / Reconocimiento de Red desde 10.123.4.92,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.4.92,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.4.92 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-264,2026-09-15 09:04:35,Escaneo de Puertos / Reconocimiento de Red desde 10.123.4.92,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.4.92,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.4.92 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-265,2026-09-15 09:04:35,Escaneo de Puertos / Reconocimiento de Red desde 10.123.4.92,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.4.92,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.4.92 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-266,2026-09-15 09:04:35,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.112,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.112,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.112 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-267,2026-09-15 09:04:35,Escaneo de Puertos / Reconocimiento de Red desde 10.123.4.92,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.4.92,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.4.92 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-268,2026-09-15 09:04:35,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.31,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.31,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.31 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-269,2026-09-15 09:04:34,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.51,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.51,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.51 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-270,2026-09-15 09:04:34,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.53,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.53,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.53 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-271,2026-09-15 09:04:34,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.8.13,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.8.13,Servicio DNS (200.75.0.5),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-272,2026-09-15 09:04:34,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.9.20,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.4.46,Servicio Interno 10.13.9.20:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-273,2026-09-15 09:04:34,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.78,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.78,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.78 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-274,2026-09-15 09:04:34,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.99,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.99,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.99 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
